"AccessionID","State","OriginLab","SubmittingLab"
"EPI_ISL_7472938","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472939","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472940","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472941","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472943","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472944","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472945","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472946","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472947","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472950","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7472951","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472952","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472953","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472954","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472955","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472956","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472957","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472958","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472959","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7472960","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7472961","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7472963","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7472964","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472965","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472966","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472967","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472968","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472969","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472970","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472972","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472973","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472975","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472976","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472977","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472978","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472979","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472980","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472981","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472982","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472984","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472985","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472987","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472989","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472990","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7472991","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_7472992","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_7472993","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_7472995","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_7472996","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7472998","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7472999","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473003","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473004","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473005","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473007","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473008","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473011","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473012","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473013","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473014","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473015","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473016","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473018","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473019","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473021","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473022","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473023","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473024","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473026","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473027","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473028","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473029","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473030","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473032","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473033","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473034","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473035","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473036","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473037","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473038","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473039","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473040","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473041","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473042","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473043","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473044","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473045","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473046","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473047","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473048","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473049","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473050","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473051","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473052","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473053","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_7473054","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473055","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473056","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473057","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473058","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473059","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473060","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473061","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473062","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473063","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473064","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473065","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473066","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473067","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473068","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473072","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473073","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473074","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473075","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473076","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473077","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_7473078","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473079","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_7473080","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473081","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473082","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473083","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473084","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_7473085","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473086","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473087","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473088","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473089","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473090","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473091","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473092","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473093","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473094","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473095","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473097","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473098","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473099","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473100","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473101","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473102","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473103","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473105","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473106","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473107","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473108","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473109","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473110","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473111","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473112","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473113","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473114","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473115","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473116","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473117","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473119","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473120","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473122","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473123","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473124","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473125","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473126","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473127","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7473128","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_7649008","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_7649090","Johor","Pejabat Kesihatan Daerah Johor Bahru","UMBI-UKM"
"EPI_ISL_7831386","Johor","Hospital Sultanah Aminah","UMBI-UKM"
"EPI_ISL_8083670","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_8083680","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_8090736","Kelantan","Pejabat Kesihatan Daerah Jeli","TIDREC-UM"
"EPI_ISL_8170442","Perak","Pejabat Kesihatan Daerah Kinta","TIDREC-UM"
"EPI_ISL_8170465","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_8170467","Kelantan","Hospital Raja Perempuan Zainab II","TIDREC-UM"
"EPI_ISL_8188728","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188729","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188730","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188731","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188733","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188734","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188735","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188736","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_8188737","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188738","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188740","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188741","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188742","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188743","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188745","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188746","Sarawak","Pusat Jantung Sarawak","UNIMAS"
"EPI_ISL_8188747","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8188748","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8188749","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8188750","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8188751","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8188755","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188756","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188757","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188758","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188759","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188760","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188762","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188763","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188764","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188766","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188767","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188768","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188769","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188770","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188771","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188772","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188773","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188774","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188775","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188777","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188779","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188782","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188783","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188784","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188787","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188788","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188789","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188790","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188791","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188792","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188794","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188795","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188796","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188797","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188798","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188799","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188800","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188801","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188802","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188804","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8188805","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188806","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188807","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188809","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188810","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188811","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188812","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188814","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188815","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188816","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188817","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188818","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188819","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188821","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188822","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188823","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188824","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188825","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188828","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188830","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188831","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188832","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188833","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188834","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188835","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188836","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188837","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188838","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188839","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188842","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8188843","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8188855","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188856","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188858","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8188860","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188861","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188862","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188863","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188864","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188865","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188866","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188867","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188868","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188869","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8188870","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8188873","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8254321","Kelantan","MKA Kota Bharu","UMMC"
"EPI_ISL_8254341","Perak","Hospital Raja Permaisuri Bainun","UMMC"
"EPI_ISL_8745573","Sabah","Hospital Duchess Of Kent","MGVI"
"EPI_ISL_8745581","Sabah","Hospital Keningau","MGVI"
"EPI_ISL_8745604","Selangor","MGVI","MGVI"
"EPI_ISL_8745658","Sabah","Hospital Tawau","MGVI"
"EPI_ISL_8745596","Sabah","Pejabat Kesihatan Daerah Pitas","MGVI"
"EPI_ISL_8745632","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_8745586","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_8745574","Sabah","Hospital Duchess Of Kent","MGVI"
"EPI_ISL_8745584","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_8745587","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_8745664","Sabah","Hospital Queen Elizabeth","MGVI"
"EPI_ISL_8745580","Sabah","Hospital Kunak","MGVI"
"EPI_ISL_8745656","Sabah","Pejabat Kesihatan Kawasan Kinabatangan","MGVI"
"EPI_ISL_8745576","WP Labuan","Jabatan Kesihatan WP Labuan","MGVI"
"EPI_ISL_8745582","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_8745569","Sabah","Hospital Duchess Of Kent","MGVI"
"EPI_ISL_8745655","Sabah","Pejabat Kesihatan Kawasan Kinabatangan","MGVI"
"EPI_ISL_8782832","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8782831","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8782829","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8782818","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8782817","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8324839","Negeri Sembilan","Pejabat Kesihatan Daerah Tampin","UMBI-UKM"
"EPI_ISL_8405656","Negeri Sembilan","Hospital Tuanku Ja'afar","UMBI-UKM"
"EPI_ISL_8745638","Sabah","Pejabat Kesihatan Daerah Kuala Penyu","MGVI"
"EPI_ISL_8745583","Sabah","Hospital Lahad Datu","MGVI"
"EPI_ISL_8745590","Sabah","Pejabat Kesihatan Kawasan Tawau","MGVI"
"EPI_ISL_8745657","Sabah","Pejabat Kesihatan Kawasan Kinabatangan","MGVI"
"EPI_ISL_8745653","Sabah","Hospital Tawau","MGVI"
"EPI_ISL_8405162","Selangor","Klinik Kesihatan Salak","IMR"
"EPI_ISL_8405627","Selangor","Pusat Kesihatan Kampung Bandar","IMR"
"EPI_ISL_8405661","Selangor","Klinik Kesihatan Port Klang","IMR"
"EPI_ISL_8405421","Selangor","Klinik Kesihatan Salak","IMR"
"EPI_ISL_8692653","Selangor","Klinik Kesihatan Salak","IMR"
"EPI_ISL_8692651","Selangor","Klinik Kesihatan Port Klang","IMR"
"EPI_ISL_8692530","Selangor","Pejabat Kesihatan Daerah Sepang","IMR"
"EPI_ISL_8693166","Selangor","Pejabat Kesihatan Kawasan Kinabatangan","IMR"
"EPI_ISL_8692787","Selangor","Pejabat Kesihatan Kawasan Kinabatangan","IMR"
"EPI_ISL_8693362","Selangor","Pejabat Kesihatan Kawasan Kinabatangan","IMR"
"EPI_ISL_8692792","Selangor","Pejabat Kesihatan Kawasan Kinabatangan","IMR"
"EPI_ISL_8693363","Selangor","Hospital Ampang","IMR"
"EPI_ISL_8560672","Selangor","Pejabat Kesihatan Daerah Cheras","IMR"
"EPI_ISL_8560648","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_8782820","Sarawak","Borneo Medical Centre","UNIMAS"
"EPI_ISL_8782812","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8782801","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8782834","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8782804","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8782807","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8782836","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8782815","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8782814","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8782809","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8782806","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8782816","Sarawak","Bintulu Medical Centre","UNIMAS"
"EPI_ISL_8650106","Sarawak","Sarawak General Hospital","UNIMAS"
"EPI_ISL_8650101","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8650115","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8650127","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8650130","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8650119","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8650089","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8650128","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8650091","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8650095","Sarawak","Normah Medical Specialist Centre","UNIMAS"
"EPI_ISL_8650108","Sarawak","Normah Medical Specialist Centre","UNIMAS"
"EPI_ISL_8650118","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8650120","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8650129","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8650139","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8650124","Sarawak","Hospital Miri","UNIMAS"
"EPI_ISL_8650116","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8650126","Sarawak","Hospital Bintulu","UNIMAS"
"EPI_ISL_8650114","Sarawak","Rejang Medical Centre","UNIMAS"
"EPI_ISL_8650098","Sarawak","Gribbles Pathology Sdn Bhd","UNIMAS"
"EPI_ISL_8650093","Sarawak","Normah Medical Specialist Centre","UNIMAS"
